net,length_um
_01601_,13.14
_01670_,13.14
_02951_,13.14
_04819_,13.14
_05608_,13.14
_02973_,13.13
_03083_,13.12
_03931_,13.12
_04502_,13.12
_00073_,13.115
_05348_,13.11
_02708_,13.1
_03484_,13.1
_04540_,13.1
_05028_,13.1
_00037_,13.08
_00508_,13.08
_02510_,13.08
_05350_,13.08
_01258_,13.06
_05660_,13.05
_00257_,13.04
_01654_,13.04
_00999_,13.035
_00933_,13.02
_00937_,13.02
_01487_,13
_01902_,13
_02439_,13
_04361_,13
_04524_,13
_05071_,13
_00224_,12.98
_00564_,12.98
_04849_,12.98
_03298_,12.975
_00254_,12.96
_01700_,12.96
_02956_,12.96
_03162_,12.96
_03679_,12.96
_04576_,12.96
_04767_,12.96
_04967_,12.96
_05134_,12.96
_00455_,12.94
_00863_,12.94
_00866_,12.94
_05191_,12.94
_00671_,12.92
_00722_,12.92
_00818_,12.92
_01428_,12.92
_03602_,12.92
_03917_,12.92
_00415_,12.9
_02304_,12.9
_03333_,12.9
_00258_,12.88
_00697_,12.88
_03527_,12.88
_04679_,12.88
_05208_,12.88
_05254_,12.88
_02863_,12.86
_03146_,12.86
_02153_,12.855
_04844_,12.84
_01985_,12.82
_05352_,12.82
_05465_,12.82
_00876_,12.8
_01811_,12.8
_03417_,12.8
_04405_,12.8
_02266_,12.78
_01452_,12.76
_02599_,12.76
_04029_,12.76
_01240_,12.74
_05227_,12.74
_00061_,12.72
_00454_,12.72
_01637_,12.72
_02194_,12.72
_02199_,12.72
_03873_,12.72
_04023_,12.72
_05098_,12.72
_00379_,12.7
_01738_,12.7
_02288_,12.7
_02911_,12.7
_04005_,12.7
_01489_,12.69
_01174_,12.68
_01361_,12.68
_02004_,12.68
_00440_,12.66
_01105_,12.66
_01369_,12.66
_01707_,12.66
_01893_,12.66
_02149_,12.66
_03828_,12.66
_01488_,12.64
_02022_,12.64
_04754_,12.64
_05057_,12.64
_05458_,12.64
_05698_,12.64
_03130_,12.63
_02198_,12.62
_02332_,12.62
_02771_,12.62
_03346_,12.62
product[26],12.62
product[52],12.62
product[61],12.62
_00656_,12.6
_01945_,12.6
_02977_,12.6
_03889_,12.6
_05060_,12.6
_01269_,12.58
_01993_,12.58
_02939_,12.58
_03059_,12.58
_05376_,12.58
_00383_,12.57
_01116_,12.57
_00513_,12.56
_00752_,12.56
_01769_,12.56
_01774_,12.56
_03152_,12.56
_03678_,12.56
_05533_,12.56
_03573_,12.54
_04267_,12.54
_04476_,12.54
_04663_,12.54
_03161_,12.52
_04053_,12.52
_02525_,12.515
_02604_,12.515
_00325_,12.5
_00380_,12.5
_02176_,12.5
_02703_,12.5
_02714_,12.5
_03393_,12.5
_04127_,12.5
_05244_,12.5
_05699_,12.5
mplier[22],12.5
_04211_,12.48
_04879_,12.48
_02330_,12.46
_02634_,12.46
_02701_,12.46
_02849_,12.46
_02878_,12.46
_03301_,12.46
_03883_,12.46
_01119_,12.44
_01846_,12.44
_01870_,12.44
_02062_,12.44
_02307_,12.44
_03410_,12.44
_03794_,12.44
_04313_,12.44
_00432_,12.42
_01563_,12.42
_02455_,12.42
_02473_,12.4
_05379_,12.4
_03344_,12.38
_03562_,12.38
_04363_,12.38
_04696_,12.38
mcand[19],12.38
_00990_,12.36
_03347_,12.36
_04779_,12.36
_05328_,12.36
_01533_,12.34
_02031_,12.34
_04999_,12.34
_00715_,12.33
_00572_,12.32
_00634_,12.32
_04110_,12.32
_03926_,12.315
_01413_,12.31
_00389_,12.3
_00993_,12.3
_03710_,12.3
_04385_,12.3
_04414_,12.3
_04511_,12.3
_05058_,12.3
_05525_,12.3
_05633_,12.3
_04057_,12.295
_00976_,12.28
_04394_,12.28
_00377_,12.275
_04989_,12.275
_00008_,12.26
_03160_,12.26
_03733_,12.26
_05632_,12.26
_02658_,12.255
_01254_,12.24
_03555_,12.24
_01847_,12.235
_01600_,12.22
_01616_,12.22
_02166_,12.22
_02560_,12.22
_02999_,12.22
_04458_,12.22
_05413_,12.22
_00066_,12.2
_01475_,12.2
_02191_,12.2
_03051_,12.2
_05616_,12.2
_01594_,12.19
_01655_,12.18
_02685_,12.18
_04487_,12.18
_04237_,12.175
_02213_,12.16
_03174_,12.16
_04259_,12.16
_00115_,12.14
_01807_,12.14
_04522_,12.14
mplier[30],12.13
_02815_,12.12
_03725_,12.12
_04109_,12.12
_04692_,12.12
_04778_,12.12
_00190_,12.1
_00489_,12.1
_01142_,12.1
_05667_,12.1
_00916_,12.08
_01160_,12.08
_01713_,12.08
_03073_,12.08
_03762_,12.08
_00336_,12.06
_01177_,12.06
_05309_,12.06
_05564_,12.055
_00132_,12.04
_01267_,12.04
_01295_,12.04
_02277_,12.04
_03302_,12.04
_03773_,12.04
_04896_,12.04
_05460_,12.04
_00552_,12.02
_01362_,12.02
_00579_,12.01
_00365_,12
_01289_,12
_01395_,12
_01495_,12
_01998_,12
_03391_,12
_05414_,12
_00886_,11.98
_01550_,11.98
_01725_,11.98
_02835_,11.98
_00023_,11.975
_01593_,11.96
_02788_,11.96
_03860_,11.96
_04278_,11.96
_04603_,11.96
_05357_,11.96
_01565_,11.92
_01799_,11.92
_02573_,11.92
_03265_,11.92
_04573_,11.92
_04914_,11.92
_05026_,11.92
_05402_,11.92
_02121_,11.9
_02814_,11.9
_03114_,11.9
_04383_,11.9
_02642_,11.89
_00144_,11.88
_00696_,11.88
_00891_,11.88
_01224_,11.88
_02417_,11.88
_02476_,11.88
_03246_,11.88
_03270_,11.88
_03566_,11.88
_03630_,11.88
_03786_,11.88
_01212_,11.87
_00541_,11.86
_03481_,11.86
_01110_,11.84
_03076_,11.84
_04087_,11.84
_00829_,11.82
_02352_,11.82
_00378_,11.8
_01209_,11.8
_02297_,11.8
_03456_,11.8
_03585_,11.8
_04102_,11.8
_04631_,11.8
_05436_,11.8
_02880_,11.78
_02988_,11.78
_00134_,11.76
_02107_,11.76
_02434_,11.76
_02683_,11.76
_04566_,11.76
_00004_,11.72
_01239_,11.72
_02066_,11.72
_02216_,11.72
_02673_,11.72
_03427_,11.72
_03900_,11.72
_04028_,11.72
_00469_,11.7
_00592_,11.7
_01459_,11.7
_02435_,11.7
_01374_,11.69
_03962_,11.69
_01836_,11.68
_05438_,11.68
_02089_,11.67
_01107_,11.66
_01230_,11.66
_03113_,11.66
_03793_,11.66
_03815_,11.66
_04100_,11.66
_04923_,11.66
_05031_,11.66
_02844_,11.64
_03374_,11.64
_03647_,11.64
_04303_,11.64
_05587_,11.64
_01043_,11.62
_04938_,11.62
_04349_,11.6
_05596_,11.6
_01275_,11.58
_02367_,11.58
_02776_,11.58
_05594_,11.58
_01906_,11.575
_01435_,11.57
_01277_,11.56
_01752_,11.56
_02890_,11.56
_01659_,11.54
_02013_,11.54
_02223_,11.54
_03944_,11.54
_05104_,11.54
_05546_,11.54
_04437_,11.53
_00276_,11.52
_01626_,11.52
_04302_,11.515
_01969_,11.5
_03234_,11.5
_02235_,11.48
_03449_,11.48
mcand[29],11.48
net157,11.48
_00068_,11.46
_00580_,11.46
_01555_,11.46
_01868_,11.46
_01961_,11.46
_03852_,11.46
_05261_,11.46
net161,11.46
_00998_,11.44
_02378_,11.44
_02957_,11.44
_05340_,11.44
_05385_,11.44
_04314_,11.43
_00104_,11.42
_00162_,11.42
_00970_,11.42
_01150_,11.42
_02033_,11.42
_02146_,11.42
_03025_,11.42
_03581_,11.42
_04699_,11.42
_05362_,11.42
_01988_,11.4
_03507_,11.4
_05360_,11.4
_04534_,11.39
_04344_,11.38
_04415_,11.38
_05101_,11.38
_00229_,11.36
_03528_,11.36
_03874_,11.35
_00122_,11.34
_00216_,11.34
_00375_,11.34
_00479_,11.34
_01994_,11.34
_02777_,11.34
_03416_,11.34
_03539_,11.34
_03896_,11.34
_05142_,11.34
net171,11.34
_00251_,11.32
_00441_,11.32
_00540_,11.32
_01066_,11.32
_01757_,11.32
_05170_,11.32
_05483_,11.32
_05496_,11.32
_01088_,11.31
_01204_,11.3
_04532_,11.3
_04612_,11.3
_04983_,11.3
_01085_,11.295
_00875_,11.28
_02018_,11.28
_03882_,11.28
_03771_,11.27
_00009_,11.26
_04757_,11.26
_05454_,11.26
product[43],11.26
_00080_,11.24
_01331_,11.24
_05009_,11.24
product[17],11.24
product[46],11.24
product[60],11.24
product[63],11.24
_00306_,11.22
_02183_,11.22
_03430_,11.22
_05353_,11.22
_00057_,11.2
_00640_,11.2
_00910_,11.2
_01079_,11.2
_01113_,11.2
_01125_,11.2
_01578_,11.2
_03712_,11.2
_04912_,11.2
_00110_,11.18
_01788_,11.18
_02348_,11.18
_04018_,11.18
_00429_,11.16
_02484_,11.16
_02942_,11.16
_03049_,11.16
_03311_,11.16
_03735_,11.16
_04210_,11.16
_04452_,11.16
_05169_,11.16
_05211_,11.16
_00749_,11.155
_00613_,11.14
_04574_,11.14
mplier[9],11.14
_01462_,11.12
_05654_,11.12
_00053_,11.1
_01010_,11.1
_03857_,11.1
_00323_,11.08
_00374_,11.08
_00397_,11.08
_01120_,11.08
_01191_,11.08
_01609_,11.08
_03613_,11.08
_05364_,11.08
_05603_,11.08
_03913_,11.07
_04865_,11.07
_01069_,11.06
_04254_,11.06
_02718_,11.04
_04978_,11.04
_02975_,11.02
mplier[13],11.02
_01001_,11
_01030_,11
_01890_,11
_03475_,11
_05359_,11
_05430_,11
_02524_,10.98
_03588_,10.98
_03911_,10.98
_01953_,10.96
_02314_,10.96
_02725_,10.96
_03727_,10.96
_03958_,10.96
_03977_,10.96
_04217_,10.96
_04312_,10.96
_00948_,10.94
_01477_,10.94
_05532_,10.94
_03258_,10.915
_02324_,10.9
_02438_,10.9
_01722_,10.88
_03164_,10.88
_03318_,10.88
_03404_,10.88
_03699_,10.88
_05081_,10.88
_05149_,10.88
_00842_,10.86
_01615_,10.86
_02566_,10.86
_02631_,10.86
_03446_,10.86
_03939_,10.86
_04426_,10.86
_04890_,10.86
_05181_,10.86
_00503_,10.84
_01029_,10.84
_01661_,10.84
_01873_,10.84
_02021_,10.84
_02115_,10.84
_02888_,10.84
_00425_,10.82
_03513_,10.82
_01159_,10.8
_02368_,10.8
_02463_,10.8
_03190_,10.8
_04333_,10.8
_05062_,10.8
_00098_,10.78
_00520_,10.78
_01206_,10.78
_01790_,10.78
_02167_,10.78
_03959_,10.78
_04272_,10.78
product[15],10.77
_01260_,10.76
_01454_,10.76
_02047_,10.76
_03336_,10.76
_03547_,10.76
_04235_,10.76
_04551_,10.76
_04774_,10.76
_03063_,10.75
_00964_,10.74
_01509_,10.74
_02475_,10.74
_02501_,10.74
_04656_,10.74
_04711_,10.74
_04997_,10.74
_05271_,10.74
_01765_,10.73
_02451_,10.73
_04611_,10.73
_01071_,10.72
_02258_,10.72
_01786_,10.705
_01918_,10.7
_02092_,10.7
_02328_,10.7
_02831_,10.7
_05188_,10.7
_00549_,10.695
_00338_,10.66
_00435_,10.66
_01059_,10.66
_02029_,10.66
_02169_,10.66
_03316_,10.66
_04323_,10.66
_04921_,10.66
_04956_,10.66
_00621_,10.64
_01812_,10.64
_02049_,10.64
_02180_,10.64
_03001_,10.64
_03448_,10.64
_03523_,10.64
_03600_,10.64
_03632_,10.64
_00196_,10.62
_00527_,10.62
_01808_,10.62
_02465_,10.62
_03858_,10.62
_03970_,10.62
_04059_,10.62
_04192_,10.62
_04836_,10.62
_04898_,10.62
_05285_,10.62
_05461_,10.62
_02969_,10.61
_04660_,10.61
_05548_,10.6
_05324_,10.58
_00016_,10.56
_02347_,10.56
_00100_,10.54
_00826_,10.54
_01794_,10.54
_01999_,10.54
_02481_,10.54
_03443_,10.54
net143,10.54
_03368_,10.52
_03707_,10.52
_03713_,10.52
_04649_,10.52
_00588_,10.5
_01840_,10.5
_01878_,10.5
_02290_,10.5
_02803_,10.5
_03465_,10.5
_03553_,10.5
_04617_,10.5
_04647_,10.5
_04828_,10.5
_05059_,10.5
_01058_,10.48
_01724_,10.46
_02572_,10.46
_04624_,10.46
_05295_,10.46
_05253_,10.44
_02546_,10.42
_02601_,10.42
_05128_,10.42
_05167_,10.42
_05440_,10.42
_01234_,10.4
_02717_,10.4
_02801_,10.4
_03150_,10.4
_03243_,10.4
_00704_,10.38
_02074_,10.38
_02507_,10.38
_02687_,10.38
_02922_,10.38
_04644_,10.38
_04736_,10.38
_04777_,10.38
_05692_,10.38
_00067_,10.36
_02233_,10.36
_00484_,10.34
_00791_,10.34
_03495_,10.34
product[3],10.34
_00137_,10.32
_01558_,10.32
_02293_,10.32
_03149_,10.32
_03957_,10.32
_05151_,10.32
product[4],10.32
product[50],10.32
product[62],10.32
_00784_,10.3
_01100_,10.3
_01545_,10.3
_01686_,10.3
_01947_,10.3
_02151_,10.3
_03334_,10.3
_04793_,10.3
_05083_,10.3
_00576_,10.28
_00636_,10.28
_01573_,10.28
_01621_,10.28
_02682_,10.28
_02978_,10.28
_03689_,10.28
_03936_,10.28
_05072_,10.28
_05598_,10.28
_00938_,10.26
_03139_,10.26
_03711_,10.26
_01195_,10.24
_01777_,10.24
_02898_,10.24
_04184_,10.24
_04601_,10.24
_04808_,10.24
_02375_,10.23
_00768_,10.22
_00973_,10.22
_01632_,10.22
_02591_,10.22
_02873_,10.21
_00088_,10.2
_00312_,10.2
_00385_,10.2
_00967_,10.2
_02657_,10.2
_02876_,10.2
_03203_,10.2
_04169_,10.2
_05602_,10.2
mcand[5],10.2
mcand[7],10.2
mplier[21],10.2
mplier[3],10.2
net154,10.2
_00302_,10.18
_00723_,10.18
_03922_,10.18
_04963_,10.18
_00214_,10.175
_00096_,10.16
_00303_,10.16
_01248_,10.16
_01436_,10.16
_01690_,10.16
_01951_,10.16
_02158_,10.16
_03197_,10.16
_03520_,10.16
_03545_,10.16
_04243_,10.16
_04822_,10.16
_04907_,10.16
_05042_,10.16
_00175_,10.14
_00726_,10.14
_00977_,10.14
_03335_,10.14
_03141_,10.13
_01872_,10.12
_02240_,10.12
_03701_,10.12
_04504_,10.12
_05021_,10.12
_02196_,10.11
_02247_,10.1
_04134_,10.1
_00099_,10.08
_00141_,10.08
_01747_,10.08
_02805_,10.08
_03708_,10.08
_04282_,10.08
mcand[13],10.08
mcand[15],10.08
mcand[18],10.08
mcand[1],10.08
mcand[27],10.08
mcand[30],10.08
mplier[19],10.08
mplier[23],10.08
mplier[7],10.08
mplier[8],10.08
_01419_,10.06
_04910_,10.06
_00560_,10.05
_01611_,10.04
_03023_,10.04
_03785_,10.04
_03800_,10.04
_05573_,10.04
_02698_,10.035
_01347_,10
_01400_,10
_02508_,10
_03511_,10
_04410_,10
_04927_,10
_04740_,9.99
_01832_,9.985
_00957_,9.98
_01967_,9.98
_02306_,9.98
_04986_,9.98
_05129_,9.98
product[19],9.98
product[38],9.98
product[49],9.98
_00740_,9.96
_00879_,9.96
_01166_,9.96
_01974_,9.96
_02855_,9.96
_05214_,9.96
_00639_,9.94
_01446_,9.94
_01714_,9.94
_02859_,9.94
_03036_,9.94
_04686_,9.94
_04866_,9.94
_05198_,9.94
_00643_,9.92
_01084_,9.92
_01950_,9.92
_03887_,9.9
_04205_,9.9
_04667_,9.9
_04683_,9.9
_00017_,9.88
_03021_,9.88
_05082_,9.865
_00123_,9.86
_00434_,9.86
_03905_,9.86
_05146_,9.86
_05447_,9.86
product[45],9.86
product[51],9.86
product[56],9.86
_02100_,9.855
_05431_,9.85
_00044_,9.84
_00230_,9.84
_01986_,9.84
_03131_,9.84
_04188_,9.84
_05356_,9.84
_01298_,9.83
_00777_,9.82
_01912_,9.82
_02743_,9.82
_02889_,9.82
_03276_,9.82
_03337_,9.82
_00649_,9.8
_00833_,9.8
_00136_,9.78
_01453_,9.78
_01522_,9.78
_01664_,9.78
_02318_,9.78
_03544_,9.78
_04231_,9.78
net169,9.78
_01121_,9.775
mcand[0],9.77
_00700_,9.76
_00885_,9.76
_02660_,9.76
_02763_,9.76
_03140_,9.76
_03686_,9.74
_05615_,9.74
mcand[4],9.74
_01022_,9.72
_01038_,9.72
_01312_,9.72
_02286_,9.72
_02462_,9.72
_02852_,9.72
_04519_,9.72
_04595_,9.72
_05504_,9.72
_00194_,9.7
_00519_,9.7
_01925_,9.7
_02879_,9.7
_03253_,9.7
_03764_,9.7
_03826_,9.7
_05218_,9.7
_01437_,9.69
_03961_,9.69
_01636_,9.68
_02272_,9.68
_03411_,9.68
_05241_,9.675
_00327_,9.66
_02616_,9.66
_00022_,9.64
_05330_,9.64
product[5],9.64
_00433_,9.635
_01539_,9.63
_01106_,9.62
_01481_,9.62
_02704_,9.62
_03038_,9.62
_05217_,9.62
_01717_,9.61
_00483_,9.58
_00694_,9.58
_00959_,9.58
_01340_,9.58
_02071_,9.58
_02316_,9.58
_02430_,9.58
_02874_,9.58
_03607_,9.58
_03840_,9.58
_04518_,9.58
_05091_,9.58
_05194_,9.58
_05466_,9.58
_01513_,9.575
_01183_,9.56
_03403_,9.56
_00595_,9.54
_01448_,9.54
_02350_,9.54
_04495_,9.54
_04893_,9.535
_00305_,9.52
_00568_,9.52
_00790_,9.52
_00899_,9.52
_02175_,9.52
_04276_,9.52
_04742_,9.52
_05298_,9.52
_00539_,9.5
_01063_,9.5
_01383_,9.5
_01468_,9.5
_01658_,9.5
_03039_,9.5
_03299_,9.5
_03775_,9.5
_05255_,9.5
_03952_,9.485
_01227_,9.48
_01756_,9.48
_02221_,9.48
_03691_,9.48
_04471_,9.48
_00831_,9.47
_00655_,9.46
_01623_,9.46
_02694_,9.46
_02923_,9.46
_03066_,9.46
_00960_,9.45
_01630_,9.44
_01948_,9.44
_05377_,9.44
_02766_,9.42
_03466_,9.42
_04160_,9.42
_05123_,9.42
_04961_,9.41
_00902_,9.4
_05075_,9.4
product[10],9.4
_00487_,9.38
_00805_,9.38
_01148_,9.38
_01294_,9.38
_01460_,9.38
_02279_,9.38
_02322_,9.38
_02669_,9.38
_04857_,9.38
_05507_,9.38
_00677_,9.375
_00878_,9.36
_00921_,9.36
_00947_,9.36
_01096_,9.36
_02095_,9.36
_03384_,9.36
_03531_,9.36
_03726_,9.36
_04393_,9.36
_01246_,9.355
_00052_,9.34
_02220_,9.34
_02335_,9.34
_04386_,9.32
_05108_,9.32
_05588_,9.32
_01139_,9.31
_03477_,9.31
_01144_,9.3
_04206_,9.3
_03702_,9.29
_00574_,9.28
_01253_,9.28
_01990_,9.28
_02643_,9.28
_04920_,9.28
_02478_,9.265
_00079_,9.26
_01290_,9.26
_02761_,9.26
_02962_,9.26
_02474_,9.255
_00681_,9.24
_01133_,9.24
_01764_,9.24
_02971_,9.24
_03809_,9.24
_03868_,9.24
_04007_,9.24
_04506_,9.24
_04556_,9.24
_05592_,9.24
_05645_,9.24
_02464_,9.22
_03292_,9.22
_01719_,9.2
_04641_,9.19
_02845_,9.18
_05531_,9.18
_00119_,9.16
_00525_,9.16
_01479_,9.16
_02111_,9.16
_02154_,9.16
_02612_,9.16
_03792_,9.16
_04817_,9.16
_05680_,9.16
_02292_,9.14
_03609_,9.14
_02802_,9.12
_02901_,9.12
_03307_,9.12
_03892_,9.12
_03964_,9.12
_04125_,9.12
_04317_,9.12
_04446_,9.12
_04688_,9.12
_04744_,9.12
_00743_,9.08
_02370_,9.08
_01288_,9.075
_00091_,9.06
_00095_,9.06
_02310_,9.06
_03348_,9.06
_03645_,9.06
_03714_,9.06
_04195_,9.06
_00120_,9.04
_00414_,9.04
_00742_,9.04
_02706_,9.04
_03235_,9.04
_03722_,9.04
_04384_,9.04
_04490_,9.04
_04622_,9.04
_02305_,9.02
_02406_,9.02
_02875_,9.02
_03401_,9.02
_03584_,9.02
_03871_,9.02
_03907_,9.02
_03991_,9.02
_04038_,9.02
_04376_,9.02
_04467_,9.02
_04567_,9.02
_04578_,9.02
_04975_,9.02
_02431_,9
_05316_,9
_00521_,8.98
_00909_,8.98
_02548_,8.98
_02613_,8.98
_02945_,8.98
_03724_,8.98
_04033_,8.98
_04034_,8.98
_04191_,8.98
_05037_,8.98
_05125_,8.98
_00776_,8.96
_01668_,8.96
_02422_,8.96
_02752_,8.96
_03885_,8.96
_04159_,8.96
_05422_,8.96
product[25],8.96
product[27],8.96
_05567_,8.95
_00793_,8.94
_02363_,8.94
_02655_,8.94
_03135_,8.94
_05118_,8.94
_05621_,8.94
_05670_,8.94
_00213_,8.93
_04058_,8.93
_01062_,8.92
_01789_,8.92
_01952_,8.92
_02245_,8.92
_03843_,8.92
_04790_,8.92
_03422_,8.91
_00063_,8.9
_00390_,8.9
_00706_,8.9
_01279_,8.9
_01891_,8.9
_03168_,8.9
_03974_,8.9
_04834_,8.9
_04885_,8.9
_04937_,8.9
_05040_,8.9
net153,8.9
_01702_,8.88
_01730_,8.88
_02756_,8.88
_03306_,8.88
_03366_,8.88
_00958_,8.84
_04593_,8.84
mcand[16],8.84
mcand[22],8.84
mplier[11],8.84
mplier[14],8.84
mplier[16],8.84
_01293_,8.82
_01749_,8.82
_02143_,8.82
_03064_,8.82
_04945_,8.82
_05517_,8.82
_05396_,8.815
_02861_,8.8
_03514_,8.8
_04654_,8.8
_05006_,8.8
_02829_,8.795
_03948_,8.79
_00155_,8.78
_00287_,8.78
_00516_,8.78
_01283_,8.78
_01377_,8.78
_01909_,8.78
_02380_,8.78
_02441_,8.78
_03846_,8.78
_04067_,8.78
_04177_,8.78
_04178_,8.78
_04609_,8.78
_05236_,8.78
_00518_,8.76
_00982_,8.76
_02606_,8.72
_03821_,8.72
_04166_,8.72
_05247_,8.72
mcand[26],8.72
mcand[2],8.72
mcand[3],8.72
mcand[8],8.72
mplier[17],8.72
mplier[1],8.72
mplier[29],8.72
_00206_,8.7
_00778_,8.7
_01026_,8.7
_02414_,8.7
_04056_,8.7
_04240_,8.7
_04561_,8.7
_04717_,8.7
_00304_,8.695
_04207_,8.68
_05199_,8.68
_05372_,8.68
_00177_,8.66
_00727_,8.66
_00904_,8.66
_01045_,8.66
_01634_,8.66
_02063_,8.66
_02555_,8.66
_02989_,8.66
_03998_,8.66
_04077_,8.66
_04220_,8.66
_04296_,8.66
_04372_,8.66
_04697_,8.66
_05624_,8.66
_01350_,8.64
_03285_,8.64
_02728_,8.62
_03445_,8.62
_01685_,8.6
_02259_,8.6
_02421_,8.6
_04636_,8.6
_02238_,8.59
net165,8.59
_00083_,8.58
_01705_,8.58
_01861_,8.58
_01901_,8.58
_01957_,8.58
_02767_,8.58
_03046_,8.58
_03211_,8.58
_03242_,8.58
_03367_,8.58
_03590_,8.58
_04432_,8.58
_04672_,8.58
_04862_,8.58
_05505_,8.58
_00353_,8.56
_00490_,8.56
_00674_,8.56
_01231_,8.56
_02038_,8.56
_02961_,8.56
_03546_,8.56
_03988_,8.56
_04116_,8.56
_04895_,8.56
_05127_,8.56
_05229_,8.56
_00456_,8.54
_02535_,8.54
_02541_,8.54
_02974_,8.54
_03098_,8.54
_04277_,8.53
_00125_,8.52
_02904_,8.52
_04588_,8.52
_05168_,8.52
_03979_,8.5
_04171_,8.5
_04994_,8.5
_04996_,8.49
_05157_,8.49
_01169_,8.48
_01375_,8.48
_02584_,8.48
_02795_,8.48
_02796_,8.48
_03463_,8.48
_04962_,8.48
_00436_,8.46
_00930_,8.46
_01579_,8.46
_04054_,8.46
_04280_,8.46
_04515_,8.46
_04791_,8.46
_04812_,8.46
_01927_,8.455
_01261_,8.44
_01276_,8.44
_01382_,8.44
_01693_,8.44
_01718_,8.44
_01914_,8.44
_02401_,8.44
_02545_,8.44
_03813_,8.44
_03947_,8.44
_05682_,8.44
_02094_,8.42
_04090_,8.4
_04991_,8.4
_05110_,8.4
_05221_,8.4
_03943_,8.38
_00093_,8.36
_01023_,8.36
_01108_,8.36
_01767_,8.36
_02044_,8.36
_02138_,8.36
_02457_,8.36
_02996_,8.36
_03032_,8.36
_03954_,8.36
_04701_,8.36
_04706_,8.36
_05195_,8.36
_05411_,8.36
_05648_,8.36
_00995_,8.355
_03756_,8.35
_01123_,8.34
_02997_,8.34
_03087_,8.34
_03271_,8.34
_04902_,8.34
_04951_,8.34
_01388_,8.335
_00492_,8.32
_01467_,8.32
_01595_,8.32
_01959_,8.32
_02650_,8.32
_03275_,8.32
_03692_,8.32
_04691_,8.32
_05097_,8.32
_05153_,8.32
_03541_,8.295
_00822_,8.29
_01911_,8.28
_02933_,8.26
_02385_,8.25
_03040_,8.25
_03322_,8.25
product[1],8.25
product[20],8.25
_01255_,8.24
_01457_,8.24
_02502_,8.24
_02536_,8.24
_02579_,8.24
_02711_,8.24
_02775_,8.24
_02964_,8.24
_03598_,8.24
_04613_,8.24
_04676_,8.24
_04824_,8.24
_04926_,8.24
_03569_,8.23
_00699_,8.22
_01678_,8.22
_03385_,8.22
_04364_,8.22
_02966_,8.21
_01336_,8.2
_01889_,8.2
_02389_,8.2
_04637_,8.2
_05010_,8.2
_00569_,8.16
_00662_,8.16
_02920_,8.16
mcand[11],8.15
mplier[2],8.15
_03587_,8.145
_00997_,8.14
_02452_,8.14
_05164_,8.14
_02633_,8.13
_00272_,8.12
_00759_,8.12
_00846_,8.12
_01033_,8.12
_01311_,8.12
_01908_,8.12
_02617_,8.12
_02903_,8.12
_03842_,8.12
_04115_,8.12
_04181_,8.12
_04806_,8.12
_04971_,8.12
_05182_,8.12
_00167_,8.1
_00622_,8.1
_00766_,8.1
_02900_,8.1
_03464_,8.1
_03754_,8.1
_03802_,8.1
_04499_,8.1
_04935_,8.1
_05147_,8.1
_05628_,8.1
_00337_,8.08
_02559_,8.08
_04606_,8.06
_05639_,8.06
_01127_,8.04
_03202_,8.04
_03932_,8.04
product[22],8.04
product[28],8.04
product[32],8.04
product[57],8.04
product[6],8.04
_03704_,8.035
_00003_,8.02
_00817_,8.02
_01342_,8.02
_01405_,8.02
_01768_,8.02
_01770_,8.02
_01972_,8.02
_04055_,8.02
_04129_,8.02
_04137_,8.02
_04407_,8.02
_04498_,8.02
_04731_,8.02
_00965_,8
_01833_,8
_01844_,8
_03399_,8
_04228_,8
_04765_,8
_05197_,8
_01710_,7.98
_02222_,7.98
_02881_,7.98
_03117_,7.98
_03597_,7.98
_05025_,7.98
_05076_,7.98
_05077_,7.98
_05150_,7.98
_05237_,7.98
_05331_,7.98
_05500_,7.98
_01346_,7.96
_04305_,7.94
_04401_,7.94
_02794_,7.93
_00328_,7.92
_01343_,7.92
_02754_,7.92
_02759_,7.92
_05361_,7.92
_00148_,7.91
mcand[10],7.91
_00000_,7.9
_02287_,7.9
_02331_,7.9
_02409_,7.9
_02672_,7.9
_02676_,7.9
_02825_,7.9
_03717_,7.9
_03854_,7.9
_05002_,7.9
_02278_,7.89
_01517_,7.88
_04318_,7.88
net164,7.88
_00025_,7.86
_00620_,7.86
_01384_,7.86
_02734_,7.86
_03435_,7.86
_03839_,7.86
_03844_,7.86
_04985_,7.86
_05243_,7.86
_05317_,7.86
_04558_,7.84
_05001_,7.84
_02968_,7.82
_02273_,7.81
_00247_,7.8
_00360_,7.8
_01450_,7.8
_03033_,7.8
_03241_,7.8
_04678_,7.8
_04854_,7.8
_00097_,7.78
_00691_,7.78
_01141_,7.78
_01504_,7.78
_02416_,7.78
_03019_,7.78
_04324_,7.78
_04509_,7.78
_02632_,7.76
_03474_,7.76
_01087_,7.74
_01118_,7.74
_01287_,7.74
_01791_,7.74
_01940_,7.74
_03503_,7.74
_04025_,7.74
_04377_,7.74
_05662_,7.74
_01237_,7.735
_02773_,7.72
_01034_,7.7
_00534_,7.68
_02925_,7.68
_03589_,7.66
_03656_,7.66
_04362_,7.66
_04607_,7.66
_00142_,7.64
_01364_,7.64
_02124_,7.64
_02131_,7.64
_03192_,7.64
_03229_,7.64
_03293_,7.64
_03500_,7.64
_03611_,7.64
_04193_,7.64
_04973_,7.64
_05124_,7.64
_05613_,7.64
_02300_,7.62
_05367_,7.62
